,MeanDecreaseGini,Features
CAT_MinEStateIndex,2.87933492252356,CAT_MinEStateIndex
PRO_MaxPartialCharge,2.45314965019825,PRO_MaxPartialCharge
CAT_MaxEStateIndex,2.24201218325118,CAT_MaxEStateIndex
PRO_MaxAbsPartialCharge,2.05390135009374,PRO_MaxAbsPartialCharge
PRO_VSA_EState8,1.99310277664913,PRO_VSA_EState8
PRO_PEOE_VSA7,1.95891581860523,PRO_PEOE_VSA7
CAT_HallKierAlpha,1.90666513885055,CAT_HallKierAlpha
PRO_SlogP_VSA3,1.83143486474267,PRO_SlogP_VSA3
PRO_EState_VSA9,1.79727946585194,PRO_EState_VSA9
CAT_233,1.73162262795356,CAT_233
CAT_PEOE_VSA8,1.71773070596341,CAT_PEOE_VSA8
PRO_MinPartialCharge,1.65642028447984,PRO_MinPartialCharge
PRO_Chi1n,1.61705186438547,PRO_Chi1n
CAT_SMR_VSA5,1.54292169733035,CAT_SMR_VSA5
CAT_MaxAbsEStateIndex,1.45385187296592,CAT_MaxAbsEStateIndex
PRO_Kappa3,1.45368197885257,PRO_Kappa3
CAT_Chi3v,1.44627465159536,CAT_Chi3v
PRO_MinAbsPartialCharge,1.43687566259193,PRO_MinAbsPartialCharge
PRO_VSA_EState1,1.38278242514565,PRO_VSA_EState1
PRO_VSA_EState4,1.35178288678223,PRO_VSA_EState4
PRO_Chi0n,1.33874211157679,PRO_Chi0n
CAT_VSA_EState4,1.33022374709743,CAT_VSA_EState4
CAT_SMR_VSA10,1.32836888871661,CAT_SMR_VSA10
CAT_FractionCSP3,1.31608738679724,CAT_FractionCSP3
PRO_TPSA,1.31106855647586,PRO_TPSA
CAT_VSA_EState8,1.30604722270287,CAT_VSA_EState8
CAT_EState_VSA9,1.27543888367928,CAT_EState_VSA9
CAT_114,1.26115878964746,CAT_114
PRO_qed,1.24227052595074,PRO_qed
CAT_SMR_VSA1,1.22816553373803,CAT_SMR_VSA1
PRO_BCUT2D_CHGLO,1.21139068238718,PRO_BCUT2D_CHGLO
RCTB_MinPartialCharge,1.18203206338852,RCTB_MinPartialCharge
CAT_SlogP_VSA6,1.1436461761908,CAT_SlogP_VSA6
CAT_Chi4v,1.13531780826886,CAT_Chi4v
PRO_Chi1,1.11698033624608,PRO_Chi1
CAT_qed,1.11218572620761,CAT_qed
PRO_NumHAcceptors,1.09339231388086,PRO_NumHAcceptors
PRO_Chi0,1.09262973027722,PRO_Chi0
RCTB_BCUT2D_CHGHI,1.09020423923847,RCTB_BCUT2D_CHGHI
PRO_VSA_EState5,1.08504560160325,PRO_VSA_EState5
PRO_MinAbsEStateIndex,1.07486360731417,PRO_MinAbsEStateIndex
PRO_SMR_VSA5,1.07195569583299,PRO_SMR_VSA5
PRO_BCUT2D_CHGHI,1.06887981549048,PRO_BCUT2D_CHGHI
PRO_SMR_VSA1,1.05868501755464,PRO_SMR_VSA1
PRO_HallKierAlpha,1.0571658350666,PRO_HallKierAlpha
RCTB_PEOE_VSA7,1.04702272828755,RCTB_PEOE_VSA7
CAT_Chi3n,1.04180501233245,CAT_Chi3n
PRO_BertzCT,1.03695942750449,PRO_BertzCT
RCTB_MaxAbsPartialCharge,1.03688735599791,RCTB_MaxAbsPartialCharge
CAT_BertzCT,1.03448357201435,CAT_BertzCT
PRO_PEOE_VSA9,1.03370598932758,PRO_PEOE_VSA9
PRO_SlogP_VSA5,1.0330493359621,PRO_SlogP_VSA5
CAT_fr_pyridine,1.01404596006089,CAT_fr_pyridine
CAT_fr_Ar_N,1.01287301335183,CAT_fr_Ar_N
PRO_Chi3v,1.00670518957447,PRO_Chi3v
RCTB_BertzCT,1.00397152263781,RCTB_BertzCT
RCTB_HallKierAlpha,0.979428915441922,RCTB_HallKierAlpha
RCTB_MolMR,0.976600487346301,RCTB_MolMR
CAT_Chi1v,0.970216873368234,CAT_Chi1v
CAT_MolWt,0.969910093584422,CAT_MolWt
CAT_Chi0v,0.962308651645543,CAT_Chi0v
PRO_LabuteASA,0.950516048504467,PRO_LabuteASA
CAT_131,0.950405239628306,CAT_131
PRO_MolLogP,0.94708517549879,PRO_MolLogP
PRO_MaxEStateIndex,0.945031957928668,PRO_MaxEStateIndex
CAT_VSA_EState3,0.943594362099288,CAT_VSA_EState3
PRO_Chi4v,0.93062760010962,PRO_Chi4v
PRO_Kappa2,0.93007551436835,PRO_Kappa2
PRO_NumRotatableBonds,0.92297143769255,PRO_NumRotatableBonds
CAT_HeavyAtomMolWt,0.919967199425129,CAT_HeavyAtomMolWt
PRO_MolWt,0.919425618455572,PRO_MolWt
CAT_193,0.91677787561546,CAT_193
CAT_VSA_EState9,0.902580429938846,CAT_VSA_EState9
CAT_Chi2v,0.893594550145434,CAT_Chi2v
ADD..B...CC..CC.CC..Na...O.O,0.890324750441934,ADD..B...CC..CC.CC..Na...O.O
PRO_HeavyAtomMolWt,0.889536507847067,PRO_HeavyAtomMolWt
CAT_ExactMolWt,0.888522352282189,CAT_ExactMolWt
PRO_MinEStateIndex,0.887828884309446,PRO_MinEStateIndex
RCTB_VSA_EState4,0.887536941222959,RCTB_VSA_EState4
RCTB_BalabanJ,0.887199283964629,RCTB_BalabanJ
RCTB_PEOE_VSA8,0.88620338539007,RCTB_PEOE_VSA8
CAT_SMR_VSA3,0.884226960868216,CAT_SMR_VSA3
CAT_SMR_VSA7,0.882453630127153,CAT_SMR_VSA7
CAT_SlogP_VSA2,0.875736889690141,CAT_SlogP_VSA2
RCTB_MinAbsEStateIndex,0.868940234553413,RCTB_MinAbsEStateIndex
RCTB_SlogP_VSA3,0.868935372188904,RCTB_SlogP_VSA3
CAT_NumAromaticHeterocycles,0.866262276623334,CAT_NumAromaticHeterocycles
PRO_NumHeteroatoms,0.845982732200314,PRO_NumHeteroatoms
PRO_VSA_EState9,0.84259409197956,PRO_VSA_EState9
RCTB_VSA_EState8,0.831088079247735,RCTB_VSA_EState8
PRO_Chi0v,0.829711025963312,PRO_Chi0v
PRO_172,0.82840515154191,PRO_172
PRO_FpDensityMorgan2,0.825623724449959,PRO_FpDensityMorgan2
CAT_BalabanJ,0.825259887631414,CAT_BalabanJ
PRO_FpDensityMorgan3,0.817065736919246,PRO_FpDensityMorgan3
PRO_MolMR,0.809587365293606,PRO_MolMR
RCTB_FpDensityMorgan3,0.80760825875628,RCTB_FpDensityMorgan3
RCTB_ExactMolWt,0.805472413361062,RCTB_ExactMolWt
PRO_SlogP_VSA2,0.797111422623921,PRO_SlogP_VSA2
